4 2:18 3:4 4:6 5:1864 6:2 7:3 8:4 9:2 10:1 11:2 12:1 13:30 14:3 15:2 16:2 17:3 18:2 19:1 20:2
4 2:24 3:2 5:1474 6:2 7:2 8:4 9:4 10:1 11:3 12:1 13:33 14:3 15:2 16:1 17:3 18:2 19:2 20:2 21:1
1 2:24 3:4 4:9 5:1382 6:2 7:4 8:4 9:3 10:1 11:1 12:1 13:26 14:3 15:2 16:2 17:3 18:2 19:2 20:2 21:1
4 2:12 3:2 5:640 6:1 7:3 8:4 9:1 10:1 11:2 12:1 13:49 14:3 15:2 16:1 17:2 18:2 19:1 20:2 21:1
3 2:36 3:2 4:3 5:3919 6:1 7:3 8:2 9:3 10:1 11:2 12:1 13:23 14:3 15:2 16:1 17:3 18:2 19:2 20:2 21:1
4 2:9 3:4 5:1224 6:1 7:3 8:3 9:3 10:1 11:1 12:1 13:30 14:3 15:2 16:2 17:3 18:2 19:1 20:2 21:1
4 2:12 3:4 4:3 5:2331 6:5 7:5 8:1 9:3 10:2 11:4 12:1 13:49 14:3 15:2 16:1 17:3 18:2 19:2 20:2 21:1
4 2:24 3:2 4:1 5:6313 6:5 7:5 8:3 9:3 10:1 11:4 12:3 13:41 14:3 15:2 16:1 17:4 18:1 19:2 20:2 21:1
1 2:12 3:4 4:3 5:385 6:1 7:4 8:4 9:2 10:1 11:3 12:1 13:58 14:3 15:2 16:4 17:2 18:2 19:2 20:2 21:1
4 2:12 3:4 4:3 5:1655 6:1 7:5 8:2 9:3 10:1 11:4 12:1 13:63 14:3 15:2 16:2 17:2 18:2 19:2 20:2 21:1
1 2:15 3:2 4:3 5:1053 6:1 7:2 8:4 9:4 10:1 11:2 12:1 13:27 14:3 15:2 16:1 17:3 18:2 19:1 20:1 21:1
4 2:21 3:2 4:3 5:3160 6:5 7:5 8:4 9:3 10:1 11:3 12:2 13:41 14:3 15:2 16:1 17:3 18:2 19:2 20:2 21:1
4 2:36 3:2 5:3079 6:5 7:3 8:4 9:3 10:1 11:4 12:1 13:36 14:3 15:2 16:1 17:3 18:2 19:1 20:2 21:1
4 2:12 3:4 5:1163 6:3 7:3 8:4 9:3 10:1 11:4 12:1 13:44 14:3 15:2 16:1 17:3 18:2 19:2 20:2 21:1
4 2:24 3:2 4:1 5:2679 6:1 7:2 8:4 9:2 10:1 11:1 12:4 13:29 14:3 15:2 16:1 17:4 18:2 19:2 20:2 21:1
4 2:48 3:4 4:3 5:3578 6:5 7:5 8:4 9:3 10:1 11:1 12:1 13:47 14:3 15:2 16:1 17:3 18:2 19:2 20:2 21:1
4 2:36 3:3 5:10875 6:1 7:5 8:2 9:3 10:1 11:2 12:3 13:45 14:3 15:2 16:2 17:3 18:1 19:2 20:2 21:1
1 2:12 3:3 5:1344 6:1 7:3 8:4 9:3 10:1 11:2 12:1 13:43 14:3 15:2 16:2 17:2 18:1 19:1 20:2 21:1
4 2:6 3:4 4:3 5:1237 6:2 7:3 8:1 9:2 10:1 11:1 12:2 13:27 14:3 15:2 16:2 17:3 18:2 19:1 20:2 21:1
4 2:12 3:2 4:3 5:3077 6:1 7:3 8:2 9:3 10:1 11:4 12:3 13:52 14:3 15:2 16:1 17:3 18:2 19:2 20:2 21:1
4 2:24 3:2 4:3 5:2284 6:1 7:4 8:4 9:3 10:1 11:2 12:3 13:28 14:3 15:2 16:1 17:3 18:2 19:2 20:2 21:1
2 2:12 3:2 4:3 5:1567 6:1 7:3 8:1 9:2 10:1 11:1 12:3 13:22 14:3 15:2 16:1 17:3 18:2 19:2 20:2 21:1
4 2:24 3:3 5:2032 6:1 7:5 8:4 9:3 10:1 11:4 12:4 13:60 14:3 15:3 16:2 17:3 18:2 19:2 20:2 21:1
2 2:21 3:4 4:2 5:2745 6:4 7:4 8:3 9:3 10:1 11:2 12:3 13:32 14:3 15:2 16:2 17:3 18:2 19:2 20:2 21:1
4 2:30 3:2 4:3 5:1867 6:5 7:5 8:4 9:3 10:1 11:4 12:3 13:58 14:3 15:2 16:1 17:3 18:2 19:2 20:2 21:1
4 2:36 3:2 4:3 5:2299 6:3 7:5 8:4 9:3 10:1 11:4 12:3 13:39 14:3 15:2 16:1 17:3 18:2 19:1 20:2 21:1
4 2:24 3:2 4:2 5:929 6:5 7:4 8:4 9:3 10:1 11:2 12:3 13:31 14:2 15:2 16:1 17:3 18:2 19:2 20:2 21:1
3 2:12 3:2 4:3 5:3399 6:5 7:5 8:2 9:3 10:1 11:3 12:3 13:37 14:3 15:2 16:1 17:4 18:2 19:1 20:2 21:1
2 2:9 3:2 4:2 5:2030 6:5 7:4 8:2 9:3 10:1 11:1 12:3 13:24 14:3 15:2 16:1 17:3 18:2 19:2 20:2 21:1
4 2:21 3:4 4:1 5:3275 6:1 7:5 8:1 9:3 10:1 11:4 12:3 13:36 14:3 15:2 16:1 17:4 18:2 19:2 20:2 21:1
4 2:24 3:4 5:1940 6:4 7:5 8:4 9:3 10:1 11:4 12:1 13:60 14:3 15:2 16:1 17:3 18:2 19:2 20:2 21:1
1 2:21 3:4 5:1602 6:1 7:5 8:4 9:4 10:1 11:3 12:3 13:30 14:3 15:2 16:2 17:3 18:2 19:2 20:2 21:1
4 2:15 3:2 4:3 5:1979 6:5 7:5 8:4 9:3 10:1 11:2 12:3 13:35 14:3 15:2 16:1 17:3 18:2 19:1 20:2 21:1
4 2:24 3:4 5:2022 6:1 7:3 8:4 9:2 10:1 11:4 12:3 13:37 14:3 15:2 16:1 17:3 18:2 19:2 20:2 21:1
4 2:36 3:4 4:3 5:3342 6:5 7:5 8:4 9:3 10:1 11:2 12:3 13:51 14:3 15:2 16:1 17:3 18:2 19:2 20:2 21:1
2 2:18 3:2 5:5866 6:2 7:3 8:2 9:3 10:1 11:2 12:3 13:30 14:3 15:2 16:2 17:3 18:2 19:2 20:2 21:1
3 2:15 3:4 4:1 5:2360 6:3 7:3 8:2 9:3 10:1 11:2 12:3 13:36 14:3 15:2 16:1 17:3 18:2 19:2 20:2 21:1
4 2:15 3:4 4:2 5:1520 6:5 7:5 8:4 9:3 10:1 11:4 12:2 13:63 14:3 15:2 16:1 17:3 18:2 19:1 20:2 21:1
1 2:12 3:2 5:3651 6:4 7:3 8:1 9:3 10:1 11:3 12:2 13:31 14:3 15:2 16:1 17:3 18:1 19:1 20:2 21:1
4 2:24 3:4 4:1 5:2346 6:1 7:4 8:4 9:3 10:1 11:3 12:3 13:35 14:3 15:2 16:2 17:3 18:2 19:2 20:2 21:1
4 2:36 3:3 4:3 5:4454 6:1 7:3 8:4 9:2 10:1 11:4 12:1 13:34 14:3 15:2 16:2 17:3 18:2 19:1 20:2 21:1
1 2:6 3:4 5:666 6:4 7:4 8:3 9:2 10:1 11:4 12:1 13:39 14:3 15:2 16:2 17:2 18:2 19:2 20:2 21:1
2 2:24 3:3 5:1965 6:5 7:3 8:4 9:2 10:1 11:4 12:3 13:42 14:3 15:1 16:2 17:3 18:2 19:2 20:2 21:1
2 2:12 3:4 5:1995 6:2 7:2 8:4 9:3 10:1 11:1 12:3 13:27 14:3 15:2 16:1 17:3 18:2 19:1 20:2 21:1
2 2:30 3:2 4:3 5:2991 6:5 7:5 8:2 9:2 10:1 11:4 12:3 13:25 14:3 15:2 16:1 17:3 18:2 19:1 20:2 21:1
2 2:30 4:9 5:4221 6:1 7:3 8:2 9:2 10:1 11:1 12:3 13:28 14:3 15:2 16:2 17:3 18:2 19:1 20:2 21:1
1 2:9 3:2 4:3 5:1364 6:1 7:4 8:3 9:3 10:1 11:4 12:1 13:59 14:3 15:2 16:1 17:3 18:2 19:1 20:2 21:1
2 2:18 3:4 4:2 5:6361 6:1 7:5 8:2 9:3 10:1 11:1 12:4 13:41 14:3 15:2 16:1 17:3 18:2 19:2 20:2 21:1
4 2:27 3:4 4:2 5:4526 6:4 7:2 8:4 9:3 10:1 11:2 12:1 13:32 14:2 15:2 16:2 17:2 18:1 19:2 20:2 21:1
2 2:12 3:4 4:3 5:3573 6:1 7:3 8:1 9:2 10:1 11:1 12:1 13:23 14:3 15:2 16:1 17:2 18:2 19:1 20:2 21:1
2 2:36 3:3 4:9 5:4455 6:1 7:3 8:2 9:1 10:1 11:2 12:1 13:30 14:2 15:2 16:2 17:4 18:2 19:2 20:2
1 2:9 3:2 4:2 5:2136 6:1 7:3 8:3 9:3 10:1 11:2 12:1 13:25 14:3 15:2 16:1 17:3 18:2 19:1 20:2 21:1
2 2:42 3:4 4:9 5:5954 6:1 7:4 8:2 9:2 10:1 11:1 12:1 13:41 14:1 15:2 16:2 17:2 18:2 19:1 20:2 21:1
4 2:24 3:4 4:2 5:3777 6:4 7:3 8:4 9:3 10:1 11:4 12:1 13:40 14:3 15:2 16:1 17:3 18:2 19:2 20:2 21:1
1 2:15 3:2 4:9 5:806 6:1 7:3 8:4 9:2 10:1 11:4 12:2 13:22 14:3 15:2 16:1 17:2 18:2 19:1 20:2 21:1
2 2:24 3:3 4:9 5:4712 6:5 7:3 8:4 9:3 10:1 11:2 12:2 13:34 14:1 15:2 16:2 17:4 18:2 19:2 20:2 21:1
2 2:36 3:3 5:7432 6:1 7:3 8:2 9:2 10:1 11:2 12:2 13:54 14:3 15:1 16:1 17:3 18:2 19:1 20:2 21:1
4 2:24 3:4 4:3 5:1851 6:1 7:4 8:4 9:4 10:3 11:2 12:3 13:33 14:3 15:2 16:2 17:3 18:2 19:2 20:2 21:1
4 2:24 3:2 5:1393 6:1 7:3 8:2 9:3 10:3 11:2 12:1 13:31 14:3 15:2 16:1 17:3 18:2 19:2 20:2 21:1
4 2:12 3:4 4:9 5:1412 6:1 7:3 8:4 9:2 10:3 11:2 12:1 13:29 14:3 15:2 16:2 17:4 18:2 19:2 20:2 21:1
4 2:18 3:2 4:3 5:1473 6:1 7:2 8:3 9:4 10:1 11:4 12:1 13:39 14:3 15:2 16:1 17:3 18:2 19:2 20:2 21:1
4 2:24 3:2 4:3 5:1533 6:1 7:2 8:4 9:2 10:1 11:3 12:3 13:38 14:2 15:2 16:1 17:3 18:2 19:2 20:2 21:1
4 2:12 3:4 4:6 5:2012 6:5 7:4 8:4 9:2 10:1 11:2 12:3 13:61 14:3 15:2 16:1 17:3 18:2 19:1 20:2 21:1
1 2:15 3:2 5:3959 6:1 7:3 8:3 9:2 10:1 11:2 12:2 13:29 14:3 15:2 16:1 17:3 18:2 19:2 20:2
1 2:6 3:2 4:2 5:428 6:1 7:5 8:2 9:2 10:1 11:1 12:2 13:49 14:1 15:2 16:1 17:3 18:2 19:2 20:2 21:1
2 2:12 3:4 5:2366 6:3 7:4 8:3 9:1 10:1 11:3 12:3 13:36 14:3 15:2 16:1 17:4 18:2 19:2 20:2 21:1
4 2:12 3:2 4:2 5:763 6:1 7:3 8:4 9:2 10:1 11:1 12:1 13:26 14:3 15:2 16:1 17:3 18:2 19:2 20:2 21:1
2 2:21 3:2 4:2 5:3976 6:5 7:4 8:2 9:3 10:1 11:3 12:3 13:35 14:3 15:2 16:1 17:3 18:2 19:2 20:2 21:1
2 2:18 3:2 5:6260 6:1 7:4 8:3 9:3 10:1 11:3 12:1 13:28 14:3 15:1 16:1 17:2 18:2 19:1 20:2 21:1
2 2:9 3:4 4:2 5:1919 6:1 7:4 8:4 9:3 10:1 11:3 12:3 13:35 14:3 15:1 16:1 17:3 18:2 19:2 20:2 21:1
4 2:24 3:2 4:1 5:2603 6:4 7:3 8:2 9:2 10:1 11:4 12:3 13:28 14:3 15:1 16:1 17:3 18:2 19:2 20:2 21:1
4 2:9 3:4 4:6 5:936 6:3 7:5 8:4 9:3 10:1 11:2 12:3 13:52 14:3 15:2 16:2 17:3 18:2 19:2 20:2 21:1
4 2:24 3:2 4:2 5:3062 6:3 7:5 8:4 9:3 10:1 11:3 12:4 13:32 14:3 15:1 16:1 17:3 18:2 19:2 20:2 21:1
2 2:36 3:2 4:3 5:4795 6:1 7:2 8:4 9:2 10:1 11:1 12:4 13:30 14:3 15:2 16:1 17:4 18:2 19:2 20:2 21:1
4 2:36 3:4 4:1 5:5842 6:1 7:5 8:2 9:3 10:1 11:2 12:2 13:35 14:3 15:2 16:2 17:3 18:1 19:2 20:2 21:1
2 2:6 3:2 4:3 5:2063 6:1 7:2 8:4 9:4 10:1 11:3 12:3 13:30 14:3 15:1 16:1 17:4 18:2 19:2 20:2 21:1
4 2:15 3:4 4:3 5:1459 6:1 7:3 8:4 9:2 10:1 11:2 12:3 13:43 14:3 15:2 16:1 17:2 18:2 19:1 20:2 21:1
4 2:15 3:2 4:3 5:1213 6:3 7:5 8:4 9:3 10:1 11:3 12:2 13:47 14:2 15:2 16:1 17:3 18:2 19:2 20:2 21:1
4 2:24 3:4 4:3 5:5103 6:1 7:2 8:3 9:4 10:1 11:3 12:4 13:47 14:3 15:3 16:3 17:3 18:2 19:2 20:2 21:1
4 2:15 3:2 4:4 5:874 6:5 7:2 8:4 9:2 10:1 11:1 12:1 13:24 14:3 15:2 16:1 17:3 18:2 19:1 20:2 21:1
4 2:6 3:2 4:2 5:2978 6:3 7:3 8:1 9:3 10:1 11:2 12:3 13:32 14:3 15:2 16:1 17:3 18:2 19:2 20:2 21:1
4 2:18 3:2 5:1820 6:1 7:3 8:2 9:4 10:1 11:2 12:2 13:30 14:3 15:2 16:1 17:4 18:2 19:2 20:2 21:1
4 2:24 3:4 4:3 5:2872 6:2 7:5 8:3 9:3 10:1 11:4 12:1 13:36 14:3 15:2 16:1 17:3 18:1 19:2 20:2 21:1
3 2:24 3:2 4:2 5:1925 6:1 7:3 8:2 9:3 10:1 11:2 12:1 13:26 14:3 15:2 16:1 17:3 18:2 19:1 20:2 21:1
4 2:18 3:2 4:2 5:2515 6:1 7:3 8:3 9:3 10:1 11:4 12:1 13:43 14:3 15:2 16:1 17:3 18:2 19:2 20:2 21:1
3 2:6 3:2 4:2 5:2116 6:1 7:3 8:2 9:3 10:1 11:2 12:1 13:41 14:3 15:2 16:1 17:3 18:2 19:2 20:2 21:1
4 2:18 3:2 4:3 5:1453 6:1 7:2 8:3 9:2 10:1 11:1 12:1 13:26 14:3 15:2 16:1 17:3 18:2 19:1 20:2 21:1
4 2:10 3:2 5:1364 6:1 7:3 8:2 9:2 10:1 11:4 12:3 13:64 14:3 15:2 16:1 17:3 18:2 19:2 20:2 21:1
4 2:6 3:2 4:2 5:1543 6:4 7:3 8:4 9:1 10:1 11:2 12:1 13:33 14:3 15:2 16:1 17:3 18:2 19:1 20:2 21:1
2 2:12 3:2 5:1318 6:4 7:5 8:4 9:3 10:1 11:4 12:1 13:54 14:3 15:2 16:1 17:3 18:2 19:2 20:2 21:1
1 2:24 3:1 5:2325 6:2 7:4 8:2 9:3 10:1 11:3 12:3 13:32 14:1 15:2 16:1 17:3 18:2 19:1 20:2 21:1
2 2:6 3:4 4:8 5:932 6:5 7:4 8:1 9:2 10:1 11:3 12:2 13:39 14:3 15:2 16:2 17:2 18:2 19:1 20:2 21:1
3 2:24 3:4 4:3 5:3148 6:5 7:3 8:3 9:3 10:1 11:2 12:3 13:31 14:3 15:2 16:2 17:3 18:2 19:2 20:2 21:1
4 2:36 3:2 4:3 5:3835 6:5 7:5 8:2 9:2 10:1 11:4 12:1 13:45 14:3 15:2 16:1 17:2 18:2 19:2 20:2 21:1
4 2:9 3:2 4:6 5:3832 6:5 7:5 8:1 9:3 10:1 11:4 12:1 13:64 14:3 15:2 16:1 17:2 18:2 19:1 20:2 21:1
2 2:24 3:2 4:3 5:5084 6:5 7:5 8:2 9:2 10:1 11:4 12:3 13:42 14:3 15:2 16:1 17:3 18:2 19:2 20:2 21:1
4 2:9 3:4 4:2 5:2406 6:1 7:1 8:2 9:3 10:1 11:3 12:3 13:31 14:3 15:2 16:1 17:4 18:2 19:1 20:2 21:1
4 2:36 3:2 4:3 5:2394 6:5 7:3 8:4 9:2 10:1 11:4 12:3 13:25 14:3 15:2 16:1 17:3 18:2 19:1 20:2 21:1
4 2:21 3:2 4:1 5:2476 6:5 7:5 8:4 9:3 10:1 11:4 12:1 13:46 14:3 15:2 16:1 17:4 18:2 19:2 20:2 21:1
1 2:24 3:2 4:1 5:2964 6:5 7:5 8:4 9:3 10:1 11:4 12:4 13:49 14:1 15:3 16:1 17:3 18:1 19:2 20:2 21:1
1 2:12 3:2 4:2 5:1262 6:5 7:5 8:2 9:1 10:1 11:4 12:2 13:49 14:3 15:2 16:1 17:2 18:2 19:2 20:2 21:1
4 2:12 3:2 4:9 5:1542 6:1 7:4 8:2 9:3 10:1 11:4 12:3 13:36 14:3 15:2 16:1 17:3 18:2 19:2 20:2 21:1
2 2:24 3:4 4:3 5:1743 6:1 7:5 8:4 9:3 10:1 11:2 12:2 13:48 14:3 15:2 16:2 17:2 18:2 19:1 20:2 21:1
3 2:12 3:1 4:3 5:409 6:4 7:3 8:3 9:2 10:1 11:3 12:1 13:42 14:3 15:1 16:2 17:3 18:2 19:1 20:2 21:1
4 2:12 3:2 4:3 5:2171 6:1 7:2 8:2 9:2 10:1 11:2 12:3 13:29 14:1 15:2 16:1 17:3 18:2 19:1 20:2 21:1
4 2:48 3:4 4:1 5:8858 6:5 7:4 8:2 9:3 10:1 11:1 12:4 13:35 14:3 15:3 16:2 17:3 18:2 19:2 20:2 21:1
2 2:24 3:2 5:3512 6:2 7:4 8:2 9:3 10:1 11:3 12:3 13:38 14:1 15:2 16:2 17:3 18:2 19:2 20:2 21:1
2 2:12 3:2 4:3 5:1158 6:3 7:3 8:3 9:1 10:1 11:1 12:3 13:26 14:3 15:2 16:1 17:3 18:2 19:2 20:2 21:1
4 2:24 3:4 4:3 5:2684 6:1 7:3 8:4 9:3 10:1 11:2 12:1 13:35 14:3 15:2 16:2 17:2 18:2 19:1 20:2 21:1
1 2:12 3:2 4:3 5:1498 6:1 7:3 8:4 9:2 10:1 11:1 12:3 13:23 14:1 15:2 16:1 17:3 18:2 19:1 20:2 21:1
4 2:30 3:4 4:3 5:5954 6:1 7:4 8:3 9:3 10:2 11:2 12:3 13:38 14:3 15:2 16:1 17:3 18:2 19:1 20:2 21:1
2 2:48 3:1 4:9 5:6416 6:1 7:5 8:4 9:2 10:1 11:3 12:4 13:59 14:3 15:1 16:1 17:3 18:2 19:1 20:2
2 2:12 3:4 4:2 5:3617 6:1 7:5 8:1 9:3 10:1 11:4 12:3 13:28 14:3 15:1 16:3 17:3 18:2 19:2 20:2 21:1
4 2:12 3:4 4:3 5:1291 6:1 7:3 8:4 9:2 10:1 11:2 12:2 13:35 14:3 15:2 16:2 17:3 18:2 19:1 20:2 21:1
3 2:24 3:4 4:9 5:1275 6:4 7:3 8:2 9:1 10:1 11:4 12:1 13:36 14:3 15:2 16:2 17:3 18:2 19:2 20:2 21:1
4 2:24 3:2 4:2 5:3972 6:1 7:4 8:2 9:2 10:1 11:4 12:2 13:25 14:3 15:1 16:1 17:3 18:2 19:2 20:2 21:1
4 2:15 3:4 4:2 5:3343 6:1 7:3 8:4 9:3 10:1 11:2 12:4 13:28 14:3 15:3 16:1 17:3 18:2 19:2 20:2 21:1
3 2:15 3:2 4:6 5:392 6:1 7:2 8:4 9:2 10:1 11:4 12:2 13:23 14:3 15:1 16:1 17:3 18:2 19:2 20:2 21:1
4 2:9 3:4 5:2134 6:1 7:3 8:4 9:3 10:1 11:4 12:3 13:48 14:3 15:2 16:3 17:3 18:2 19:2 20:2 21:1
4 2:30 3:4 4:3 5:5771 6:1 7:4 8:4 9:2 10:1 11:2 12:3 13:25 14:3 15:2 16:2 17:3 18:2 19:1 20:2 21:1
4 2:24 3:4 4:9 5:4526 6:1 7:3 8:3 9:3 10:1 11:2 12:1 13:74 14:3 15:2 16:1 17:4 18:2 19:2 20:2 21:1
4 2:15 3:4 4:2 5:2788 6:1 7:4 8:2 9:2 10:2 11:3 12:3 13:24 14:1 15:2 16:2 17:3 18:2 19:1 20:2 21:1
4 2:6 3:4 4:3 5:1382 6:1 7:3 8:1 9:2 10:1 11:1 12:3 13:28 14:3 15:2 16:2 17:3 18:2 19:2 20:2 21:1
3 2:36 3:2 4:3 5:5848 6:1 7:3 8:4 9:3 10:1 11:1 12:3 13:24 14:3 15:2 16:1 17:3 18:2 19:1 20:2 21:1
